GLOBAL UNIQUE IDENTIFIER,LAST EDITED DATE,TAXONOMIC ORDER,CATEGORY,COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,SUBSPECIES SCIENTIFIC NAME,OBSERVATION COUNT,BREEDING BIRD ATLAS CODE,BREEDING BIRD ATLAS CATEGORY,AGE/SEX,COUNTRY,COUNTRY CODE,STATE,STATE CODE,COUNTY,COUNTY CODE,IBA CODE,BCR CODE,USFWS CODE,ATLAS BLOCK,LOCALITY,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,PROTOCOL CODE,PROJECT CODE,DURATION MINUTES,EFFORT DISTANCE KM,EFFORT AREA HA,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER,HAS MEDIA,APPROVED,REVIEWED,REASON,TRIP COMMENTS,SPECIES COMMENTS
URN:CornellLabOfOrnithology:EBIRD:OBS873050310,50:13.6,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Paraguay,PY,San Pedro,PY-2,,,,,,,"Laguna Blanca, San Pedro (Paraguay Central)",L2762183,H,-23.7666667,-56.2833333,4/16/2015,6:00:00,obsr291178,S65356808,Traveling,P22,EBIRD_CAN,270,24.14,,7,1,G5044516,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS421577835,2/7/2019 20:44,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Chapada dos Veadeiros--Fazenda dos Anões,L2236325,H,-14.3186024,-47.5041586,8/3/2016,7:21:00,obsr553166,S30961398,Traveling,P22,EBIRD,120,2,,2,1,G1883036,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS439726712,8/7/2018 14:23,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional da Chapada dos Veadeiros,L5018657,P,-14.1289598,-47.6528764,10/23/2016,8:40:00,obsr760339,S32316414,Incidental,P20,EBIRD,,,,4,0,G2046144,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS418552654,11/16/2020 13:57,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Bolivia,BO,El Beni,BO-B,,,,,,,19 km al E de la Reserva Barba Azul,L4795956,P,-13.78069,-65.92219,7/7/2016,10:50:00,obsr277988,S30735438,Incidental,P20,EBIRD,,,,1,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS438209651,2/4/2019 15:50,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Mato Grosso do Sul,BR-MS,,,,,,,Miranda MS,L4610115,P,-20.227099,-54.926043,10/22/2016,6:00:00,obsr761763,S32185693,Traveling,P22,EBIRD,280,19,,3,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS611216573,8/7/2018 14:23,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional da Chapada dos Veadeiros,L5018657,P,-14.1289598,-47.6528764,10/23/2016,8:40:00,obsr973969,S45301766,Incidental,P20,EBIRD,,,,4,0,G2046144,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS440621464,11/5/2016 22:39,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Estrada para Bona Espero,L4948913,P,-14.1503084,-47.6258826,11/2/2016,7:00:00,obsr522970,S32382271,Traveling,P22,EBIRD,240,2,,3,1,G1994670,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS457816035,2/7/2019 20:43,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Chapada dos Veadeiros--Bona Espero,L2934194,H,-14.1371583,-47.6262903,9/22/2016,12:50:00,obsr610619,S33719597,Incidental,P20,EBIRD_BRA,,,,5,0,G2147864,0,1,0,,,Casal
URN:CornellLabOfOrnithology:EBIRD:OBS440733973,11/5/2016 22:39,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Estrada para Bona Espero,L4948913,P,-14.1503084,-47.6258826,11/2/2016,7:00:00,obsr600581,S32390040,Traveling,P22,EBIRD,240,2,,3,1,G1994670,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS438345537,8/7/2018 14:23,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional da Chapada dos Veadeiros,L5018657,P,-14.1289598,-47.6528764,10/22/2016,11:07:00,obsr760339,S32215169,Incidental,P20,EBIRD_BRA,,,,3,0,G2046142,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS423322047,2/7/2019 20:44,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Chapada dos Veadeiros--Fazenda dos Anões,L2236325,H,-14.3186024,-47.5041586,8/3/2016,7:21:00,obsr518938,S31092020,Traveling,P22,EBIRD,120,2,,2,1,G1883036,0,1,0,,"<br />Submitted from eBird for iOS, version 1.2.5 Build 73",
URN:CornellLabOfOrnithology:EBIRD:OBS444547834,8/7/2018 14:23,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional da Chapada dos Veadeiros,L5018657,P,-14.1289598,-47.6528764,10/22/2016,11:07:00,obsr688485,S32655295,Incidental,P20,EBIRD_BRA,,,,3,0,G2046142,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS426406880,8/30/2016 12:07,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Estrada para a Fazenda Firmeza,L3599845,H,-14.2964824,-47.4933922,8/2/2016,16:00:00,obsr522970,S31329074,Traveling,P22,EBIRD,120,2,,5,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS431506412,2/7/2019 20:43,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Chapada dos Veadeiros--Bona Espero,L2934194,H,-14.1371583,-47.6262903,9/22/2016,12:50:00,obsr518172,S31710088,Incidental,P20,EBIRD_BRA,,,,5,0,G2147864,0,1,0,,<br>Enviada de eBird Android 1.3,Casal
URN:CornellLabOfOrnithology:EBIRD:OBS436982708,10/24/2016 10:02,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,9/24/2016,7:00:00,obsr624617,S32097787,Traveling,P22,EBIRD,600,40,,5,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS444547968,8/7/2018 14:23,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional da Chapada dos Veadeiros,L5018657,P,-14.1289598,-47.6528764,10/23/2016,8:40:00,obsr688485,S32655302,Incidental,P20,EBIRD,,,,4,0,G2046144,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS443226101,4/8/2020 7:41,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,"Male, Adult (2)",Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,7/19/2016,6:45:00,obsr604537,S32561259,Traveling,P22,EBIRD,675,30,,3,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS426876909,34:12.4,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Bolivia,BO,El Beni,BO-B,,,,,,,Ruta 9 to Puerto Ustarez,L4893733,P,-12.6351457,-64.5818424,8/4/2016,5:30:00,obsr610760,S31364271,Traveling,P22,EBIRD,1080,60,,2,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS502300243,8/21/2020 10:15,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--Sacramento,L5843035,H,-20.1386825,-46.8083954,5/13/2017,9:14:00,obsr922049,S37006728,Traveling,P22,EBIRD,252,40,,4,1,G2421878,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS550557930,10/27/2020 21:15,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Paraguay,PY,Itapúa,PY-7,,,,,,,"Parque Nacional San Rafael, Dptos. Itapúa y Caazapá (Alto Paraná)",L2762791,H,-26.43,-55.8,11/14/2017,6:05:00,obsr679061,S40589827,Traveling,P22,EBIRD,300,15,,2,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS545657322,9/23/2020 10:47,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,10/24/2017,17:52:00,obsr744171,S40219070,Traveling,P22,EBIRD,300,50,,2,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS545237932,9/23/2020 10:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Mato Grosso do Sul,BR-MS,,,,,,,Miranda MS,L4610115,P,-20.227099,-54.926043,10/28/2017,6:00:00,obsr761763,S40188592,Traveling,P22,EBIRD_BRA,750,30,,4,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS494247211,10/27/2020 21:10,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Paraguay,PY,San Pedro,PY-2,,,,,,,Forestadora Rio Verde,L5783990,P,-23.7681034,-56.3331062,5/2/2017,12:00:00,obsr538107,S36534407,Traveling,P22,EBIRD,660,15,,2,1,,0,1,0,,,Macho y hembra fotografiados y filmados
URN:CornellLabOfOrnithology:EBIRD:OBS551047699,5/11/2020 14:49,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,São Paulo,BR-SP,,,,,,,Itirapina--local descrito por Jeremy Minns,L3453441,H,-22.248943,-47.905257,11/20/2017,7:30:00,obsr176548,S40630744,Traveling,P22,EBIRD,150,2.6,,6,1,G2744467,1,1,1,,Trip led by Edson Endrigo,
URN:CornellLabOfOrnithology:EBIRD:OBS458628493,1/19/2017 14:08,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,1/13/2017,11:26:00,obsr617463,S33784102,Traveling,P22,EBIRD,370,45,,4,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS500464187,8/21/2020 10:15,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--Sacramento,L5843035,H,-20.1386825,-46.8083954,5/13/2017,9:14:00,obsr623262,S36899174,Traveling,P22,EBIRD,252,40,,3,1,G2421878,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS559061806,8/7/2018 14:23,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Cabeceiras do rio Uberabinha,L5220114,P,-19.3721261,-47.895627,12/20/2017,6:30:00,obsr620877,S41226288,Historical,P62,EBIRD,600,4,,2,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS532956527,9/23/2020 10:47,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,9/10/2017,6:00:00,obsr744171,S39191130,Historical,P62,EBIRD,840,40,,4,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS541544012,5/21/2020 12:05,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,"Female, Adult (1); Male, Adult (1)",Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,10/10/2017,,obsr549029,S39918981,Historical,P62,EBIRD,,,,,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS610496663,5/4/2018 17:13,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,11/19/2017,7:00:00,obsr621770,S45259421,Historical,P62,EBIRD,360,30,,4,1,,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS481102868,11/16/2020 13:57,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Bolivia,BO,El Beni,BO-B,,,,,,,"Onbekende Locatie - -13,222x-66,571 - 26 mrt. 2017 9:49 AM",L5643800,P,-13.2215863,-66.5705132,3/26/2017,9:49:00,obsr619119,S35631308,Traveling,P22,EBIRD,20,1.5,,1,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS555058483,5/11/2020 14:49,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,São Paulo,BR-SP,,,,,,,Itirapina--local descrito por Jeremy Minns,L3453441,H,-22.248943,-47.905257,11/20/2017,7:30:00,obsr150349,S40933224,Traveling,P22,EBIRD,150,2.6,,6,1,G2744467,1,1,1,,Trip led by Edson Endrigo,
URN:CornellLabOfOrnithology:EBIRD:OBS543845632,10/23/2017 12:16,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,"Fazenda FIRMEZA (-14,29, -47,485)",L6372188,P,-14.2900518,-47.4854053,10/23/2017,13:03:00,obsr622520,S40084261,Traveling,P22,EBIRD,360,5,,1,1,,0,1,0,,,Um indíviduo macho e outro fêmea.
URN:CornellLabOfOrnithology:EBIRD:OBS549809895,9/28/2019 22:30,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,P ,C3,,Brazil,BR,São Paulo,BR-SP,,,,,,,Estação Ecológica de Itirapina,L943006,H,-22.2295385,-47.8946037,11/15/2017,7:00:00,obsr648310,S40532582,Traveling,P22,EBIRD,160,3,,5,1,,0,1,1,,,
URN:CornellLabOfOrnithology:EBIRD:OBS524981212,10/27/2020 21:10,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Paraguay,PY,San Pedro,PY-2,,,,,,,Agroforestal Rio Verde,L6173406,P,-23.7819896,-56.3273335,8/12/2017,7:31:00,obsr587820,S38614031,Traveling,P22,EBIRD,225,9.656,,9,1,G2581269,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS551048896,5/11/2020 14:49,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,São Paulo,BR-SP,,,,,,,Itirapina--local descrito por Jeremy Minns,L3453441,H,-22.248943,-47.905257,11/20/2017,7:30:00,obsr407714,S40630823,Traveling,P22,EBIRD,150,2.6,,6,1,G2744467,1,1,1,,Trip led by Edson Endrigo,
URN:CornellLabOfOrnithology:EBIRD:OBS500379796,8/21/2020 10:15,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--Sacramento,L5843035,H,-20.1386825,-46.8083954,5/13/2017,9:14:00,obsr425521,S36894147,Traveling,P22,EBIRD,252,40,,4,1,G2421878,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS472868650,3/5/2017 15:37,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PNSC: Estrada Portaria 2 - Portaria 3,L5543084,P,-20.1407266,-46.7731547,3/4/2017,14:00:00,obsr189372,S34984364,Incidental,P20,EBIRD,,,,1,0,,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS500782700,8/21/2020 10:15,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--Sacramento,L5843035,H,-20.1386825,-46.8083954,5/13/2017,9:14:00,obsr891321,S36916899,Traveling,P22,EBIRD,252,40,,3,1,G2421878,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS499336315,9/23/2020 10:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Mato Grosso do Sul,BR-MS,,,,,,,Bonito--área urbana,L4994620,H,-21.1264584,-56.4828587,5/13/2017,5:30:00,obsr922037,S36836397,Traveling,P22,EBIRD,840,10,,2,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS524856271,10/27/2020 21:10,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Paraguay,PY,San Pedro,PY-2,,,,,,,Agroforestal Rio Verde,L6173406,P,-23.7819896,-56.3273335,8/12/2017,7:31:00,obsr86529,S38604928,Traveling,P22,EBIRD,225,9.656,,9,1,G2581269,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS524982544,10/27/2020 21:10,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Paraguay,PY,San Pedro,PY-2,,,,,,,Agroforestal Rio Verde,L6173406,P,-23.7819896,-56.3273335,8/12/2017,7:31:00,obsr831559,S38614133,Traveling,P22,EBIRD,225,9.656,,9,1,G2581269,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS527231925,10/27/2020 21:10,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Paraguay,PY,San Pedro,PY-2,,,,,,,Agroforestal Rio Verde,L6173406,P,-23.7819896,-56.3273335,8/12/2017,7:31:00,obsr421009,S38783009,Traveling,P22,EBIRD,225,9.656,,9,1,G2581269,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS555084254,5/11/2020 14:49,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,São Paulo,BR-SP,,,,,,,Itirapina--local descrito por Jeremy Minns,L3453441,H,-22.248943,-47.905257,11/20/2017,7:30:00,obsr293602,S40935265,Traveling,P22,EBIRD,150,2.6,,6,1,G2744467,1,1,1,,Trip led by Edson Endrigo,
URN:CornellLabOfOrnithology:EBIRD:OBS453342792,1/6/2017 14:46,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,1/1/2017,8:30:00,obsr611666,S33353363,Traveling,P22,EBIRD,420,30,,2,1,,0,1,0,,Com o jipeiro Odair e o amigo Ernesto Trondle.,Casal.
URN:CornellLabOfOrnithology:EBIRD:OBS525022496,10/27/2020 21:10,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Paraguay,PY,San Pedro,PY-2,,,,,,,Agroforestal Rio Verde,L6173406,P,-23.7819896,-56.3273335,8/12/2017,7:31:00,obsr291687,S38617290,Traveling,P22,EBIRD,225,9.656,,9,1,G2581269,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS642766177,9/23/2020 10:47,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Newly burned area,L7747771,P,-18.067724,-52.938078,7/13/2018,15:00:00,obsr21054,S47426936,Traveling,P22,EBIRD,180,45.062,,8,1,G3367365,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS671768496,10/30/2018 14:41,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Ponto do Galito,L8088140,P,-20.2468276,-46.5711996,10/17/2018,15:00:00,obsr540638,S49562986,Stationary,P21,EBIRD,30,,,4,1,,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS676253998,10/27/2020 21:10,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Paraguay,PY,San Pedro,PY-2,,,,,,,"Laguna Blanca, San Pedro (Paraguay Central)",L2762183,H,-23.7666667,-56.2833333,9/21/2018,,obsr962124,S49911869,Incidental,P20,EBIRD,,,,,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS674042202,6/9/2019 13:24,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,P ,C3,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,10/21/2018,14:50:00,obsr306217,S49727411,Traveling,P22,EBIRD,61,6.437,,6,1,G3567382,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS643879659,9/23/2020 10:47,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Newly burned area,L7747771,P,-18.067724,-52.938078,7/13/2018,15:00:00,obsr890340,S47510393,Traveling,P22,EBIRD,180,45.062,,8,1,G3367365,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS674042964,6/9/2019 13:13,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,P ,C3,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Canastra National Park- roadside stop 2.,L8054600,P,-20.2426,-46.545423,10/21/2018,10:30:00,obsr306217,S49727456,Traveling,P22,EBIRD,20,1.609,,6,1,G3567386,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS956334187,8/21/2020 10:15,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--São Roque de Minas,L4680493,H,-20.2539235,-46.5511698,3/28/2018,,obsr623596,S71491101,Historical,P62,EBIRD,,,,,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS673978672,6/9/2019 13:24,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,P ,C3,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,10/21/2018,14:50:00,obsr402712,S49722895,Traveling,P22,EBIRD,61,6.437,,6,1,G3567382,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS609439582,1/29/2019 4:31,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--Casca d'Anta entrance,L3110379,H,-20.3132279,-46.5275985,5/2/2018,7:12:00,obsr980476,S45194154,Traveling,P22,EBIRD,837,25,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS574882401,29:55.6,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Paraguay,PY,Itapúa,PY-7,,,,,,,"Parque Nacional San Rafael, Dptos. Itapúa y Caazapá (Alto Paraná)",L2762791,H,-26.43,-55.8,1/23/2018,17:41:00,obsr770242,S42539574,Traveling,P22,EBIRD,150,13.3,,2,1,G2923529,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS570819590,29:55.6,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Paraguay,PY,Itapúa,PY-7,,,,,,,"Parque Nacional San Rafael, Dptos. Itapúa y Caazapá (Alto Paraná)",L2762791,H,-26.43,-55.8,1/23/2018,17:41:00,obsr513441,S42210714,Traveling,P22,EBIRD,150,13.3,,2,1,G2923529,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS674003880,6/9/2019 13:24,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,P ,C3,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,10/21/2018,14:50:00,obsr431216,S49724800,Traveling,P22,EBIRD,61,6.437,,6,1,G3567382,0,1,0,,Seedeater spot,
URN:CornellLabOfOrnithology:EBIRD:OBS665910324,11/16/2020 13:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Bolivia,BO,El Beni,BO-B,,,,,,,Barba Azul Nature Reserve,L1133586,H,-13.763229,-66.0984278,9/9/2018,6:00:00,obsr653285,S49136079,Traveling,P22,EBIRD,300,5,,2,1,,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS668987206,6/9/2019 13:13,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,P ,C3,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Canastra National Park- roadside stop 2.,L8054600,P,-20.2426,-46.545423,10/21/2018,10:30:00,obsr527452,S49352170,Traveling,P22,EBIRD,20,1.609,,6,1,G3567386,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS643498129,9/23/2020 10:47,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Newly burned area,L7747771,P,-18.067724,-52.938078,7/13/2018,15:00:00,obsr444029,S47482356,Traveling,P22,EBIRD,180,45.062,,8,1,G3367365,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS806551812,10/16/2019 15:22,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--Main entrance road,L6139521,H,-20.2601063,-46.4064732,12/26/2018,7:20:00,obsr1145607,S59882659,Traveling,P22,EBIRD,180,30,,4,1,,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS653181436,10/27/2020 21:15,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,,Paraguay,PY,Itapúa,PY-7,,,,,,,"Parque Nacional San Rafael, Dptos. Itapúa y Caazapá (Alto Paraná)",L2762791,H,-26.43,-55.8,7/12/2018,7:00:00,obsr542570,S48216802,Historical,P62,EBIRD,,,,2,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS674004223,6/9/2019 13:13,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,P ,C3,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Canastra National Park- roadside stop 2.,L8054600,P,-20.2426,-46.545423,10/21/2018,10:30:00,obsr431216,S49724829,Traveling,P22,EBIRD,20,1.609,,6,0,G3567386,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS571670392,10/27/2020 21:15,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,,,"Female, Unknown Age (2)",Paraguay,PY,Itapúa,PY-7,,,,,,,Reserva Guyra Reta,L2762150,H,-26.516,-55.7668333,1/24/2018,6:30:00,obsr667383,S42281183,Traveling,P22,EBIRD_PRY,300,5,,5,1,G3161860,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS668996010,6/9/2019 13:24,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,2,P ,C3,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,10/21/2018,14:50:00,obsr527452,S49352776,Traveling,P22,EBIRD,61,6.437,,6,1,G3567382,0,1,0,,Seedeater spot,
